Id,Hotel_name,Review_Title,Review_Text,Rating
1877,Ramada Chennai Egmore,Good Hotel,"Hotel stay was pleasant, good location Easy to travel across city.",80.0
1878,Hotel Comfort,Conversation was not that much,I was comfortable at this hotel stay.,57.0
1879,Thulashi Park,That hotel was very nice,That hotel was very nice but water was very salted i got a allergic problem in using that water food and all also not bad room boy and everything is not nice near kodambakkam it is famous area of chennai all actors is here only my girl friend also happy a/c room is good only,71.0
1880,FabHotel Priyadarshini Park Mount Road,Hotel was very good,I had visited this hotel alone for official trip. The hotel was very good. The location of the hotel was good. The hotel was nearby the railway station. The appearance of the hotel was good. The check in and checkout was done on time at the hotel. The overall service of the hotel was good. The provided room was very dirty at the hotel. The activity was not arranged by the hotel. I don’t have any suggestion for this hotel.,29.0
1881,The Raintree,Good hotel,Dinner buffet was not too pricey and food was amazing! The only downside during my stay was the discoloration of water in the bathroom sink.,60.0
1882,"Radisson Chennai City Centre, India",Review,"A Nice place to live at, a Little expensive though, but luxury comes at cost. All the basics amenities were provided. The hotel has a Nice bar and good three restaurant, the food was good but the in room dining menu was limited. Over all a good place with trained and cordial staff",100.0
1883,Hyatt Regency Chennai,Nice hotel to my convinience,"Descent security check, Warm welcome, good escort to the room and briefing, nice breakfast,other usual comforts.on the whole I enjoyed my stay. Thank you",100.0
1884,Park Hyatt,GOOD,GOOD.....................................................................................................................................................................................................................................................................,65.0
1885,Akash Inn,good,"this hotel is very good rooms are always so good receptionist are speak gently to me morning breakfast is also so good i like very much. water, wifi this are all so nice i staying this hotel i will enjoy fully hotel restaurant is also nice eeeeeeeeeeeee",57.0
1886,Oyo Rooms Royapettah,Worst possible service received,"Not at all satisfied. Worst possible service received. No towel and soap in bathroom. Management is bad as well. Not at all cooperative. Breakfast is bad. TV and air conditioner is not working. Overall, bad.",43.0
1887,FabHotel Priyadarshini Park Mount Road,Average,Pros Location-Value for business people they wnt stay at room fr long time Cons Very Old Building-Feels like the building will collapse at any time. Overall it is not well recommended but it's good for budget travellers,100.0
1888,The Raintree,,"It was great. Food is expensive, but good. Taxes are high. And the hotel car to the airport was $25.00 plus taxes; that was expensive; I could probably gotten my own taxis for $10.00-15.00. 
Great place and excellent service.",100.0
1889,Regency Royal Paris,Rooms are cozy,"Since the advance reservations are made, checking in is swift and pleasant.Rooms are cozy but enough to relax after day sight seeing.a nice place to stay with family within budget limits.",71.0
1890,Taj Club House,Club house Chennai,"This is a lovely hotel and the staff are very attentive. 
There is no alcohol served at this hotel which did not bother me but was a surprise to my colleagues so if you like to have a glass of wine with dinner it's not possible. 
Good location however close to businesses.",100.0
1891,The Spring,Centre of town and has multiple foods options,Staff us friendly and want to help. Rooms are small and awkwardly designed. Stuff like telephone is hard to reach. House keeping is a let down. Rooms are not clean enough at all. Pillows are old and dusty. No pressure in the shower!,71.0
1892,Hilton Chennai,Good service and pleasant staff,"The hotel is about 20 minutes from the airport. The rooms and washrooms are neat and clean. Rooms are well-equipped. Restaurants are nice, food is good. Staff is warm and pleasant. Overall, a nice stay. However, there is not much of a view from the hotel also is more suitable for business and family stay, not suitable for leisure holidays.",86.0
1893,ITC Grand Chola,Conversation was not that much,The activity was available at the hotel.,86.0
1894,Esthell,Excellent,"I am very happy with your treatment at your facilities during the last visit, the hotel service has a great quality,its a comfortable and appropriate facilities, as well as service provided by your staffs. and the outdoor games and your food,all are good,thanks for your service.",100.0
1895,"The Raintree, St. Mary's Road",Stay away from the wine,"Be careful with the taxes on your food order, while the food prices was as expected, I ended up paying about 25 usd for a glass of wine, supposedly house wine, because of \""heavy local taxes\"". I wish I had been informed before receiving the bill...",80.0
1896,"The Raintree, St. Mary's Road",,Good Hotel with decent experience. Very courteous staff.,100.0
1897,Asiana Place,Worst 'Hotel'. Should be renamed Lodge!!,"Cold reception. Unfriendly and unreliable staff. Worst restaurant and in-room dining experience. Very poor food quality. Desolate location. A very 'plastic' feel to the entire features of common areas, rooms and restaurant. Will never recommend this place to anyone I know.",20.0
1898,The Park Chennai,Not a good experience,"The hotel rooms are quite old and are not maintained. The chair cushion was torn. Shower curtains, window curtains and even the phone had a musty smell. Wait at the reception was too long. 
Breakfast was decent. Location is very good for US visa applicants.",40.0
1899,Treebo J's Five Two Boutique,It cannot be worse than this,The receptionist was badly drugged. Another man was lying on the sofa with his hand in his pants. The property is dingy. One if the worst mistake of my life to book with Treebo. Request everyone not to stay with any treebo property.,65.0
1900,Hotel Pandian,Breakfast was quite good,"Breakfast was quite good. Restaurant Serves, ambience needs improvement. Linen was clean but stained. AC was not up to the mark. Advantage is all parts of Chennai are accessible by suburban trains buses autos taxis etc. From here.",71.0
1901,Treebo J's Five Two Boutique,Reasonable and nice,Nice business hotel and very reasonable. Centrally located on a quiet street.,80.0
1902,Peace Inn,nice place but approach is not so good,okay to stay for one day.Approach is not good but once you are in hotel it doesnt matter.,60.0
1903,FabHotel Blossoms T Nagar,Affordable Comfort,"A nice comfortable stay in heart of the city ,which also very affordable compared to others nearby",80.0
1904,Taj Club House,AJB Chennai 2 nights May 2013,"Good. Stayed there before. Had small problem: First room had a musty smell. Staff changed my room quickly. No other issues. Breakfast is a good experience. Many choices, relaxed atmosphere. Roof restaurant is also nice. for dinner; Spanish Quisine.",80.0
1905,The Residency Chennai,The Residency Good Centrally located Hotel,The overall experience was good. However the wi-fi was getting disconnected often. We found the food very expensive.,80.0
1906,FabHotel Priyadarshini Park Mount Road,Hotel was very good,I had visited this hotel alone for official trip. The hotel was very good. The location of the hotel was good. The hotel was nearby the railway station. The appearance of the hotel was good. The check in and checkout was done on time at the hotel. The overall service of the hotel was good. The provided room was very dirty at the hotel. The activity was not arranged by the hotel. I don’t have any suggestion for this hotel.,29.0
1907,The Chariot,Shabby and poorly maintained,"a/c did not work, badly maintained and poor service. noisy due to renovation work in progress",40.0
1908,My Fortune Chennai,Biz trip,"It was a pleasant stay, staff was friendly, food was excellent , facilities were in line with my expectations but no free internet! restaurant is good and the foods are very good.

below expectation - pillow cases do not smell fresh, shower need to function properly .

Location is OK but traffic & transportation are very bad.",60.0
1909,Lemon Tree Chennai,Good for family stay near to airport,Good and enjoyed the stay. Good food. Neat and good room service. Location of the hotel also very good. Near airport and Railway station and IT companies. Sure I will again visit your hotel. Too good for family stay too.,86.0
1910,The Residency Chennai,Hotel is Centrally Located in heart of Chennai,"This Hotel is Centrally Located in heart of Chennai. Easily accessible from Most of the places in Chennai. Walking distance to some of the best places in and around T Nagar. Best part was high speed internet is complementary. There was a food festival going on, however, being a vegetarian, I was not able to enjoy the food much.",71.0
1911,Lemon Tree Chennai,Good hotel and staff,"The hotel staff is very friendly and helpful. Rooms are well maintained and clean. The hotel is close by to the airport hence it is very easy accessible. Breakfast, lunch and dinner quality is just too good.",86.0
1912,The Ambassador Pallava,Good location but Very old facilities,Breakfast service was Dhaba Style. Lacked sophistication and style. Not worth the price.,60.0
1913,FabHotel Blossoms T Nagar,"Maintained cleanliness, comfortable and good one","It was good staying there, the welcoming was good, maintenance was comfortable, breakfast can be added on with any hot drinks with it. People were good, cleanliness was maintained, service for any calls was good to fill up water bottles. Can have some more comfortable zones like games, added environment to like the place more. Just not to the see it as room alone, if it would be a more comfortable, the stay would be really memorable.",57.0
1914,Gemini Inn,Horrible experience,Horrible experience.. Was staying in room no 001 the reception is very colse to the room. The receptionist has his friends all over Chennai who would come to the hotel at 2 am in drunk state and sing songs. In spite of warning them in regards to the noise / mess created by them it was of no use.,29.0
1915,ITC Grand Chola,Room service was very clean,The location of the hotel was very good. The room service was very neat and clean. The overall service of the hotel was good. The food was very nice in the hotel. I had visited this hotel with my family for official work. Everything was provided in the room. I was satisfied with this hotel stay. I don’t have any suggestion for this hotel. The hotel was nearby the airport.,100.0
1916,Radisson Blu GRT Chennai,Business hotel superb,I go to room verynice service excellent of antastic food taste wow rent very low &high everything is good fine very neat I love it all Chennai guys love to raddison hotel good,100.0
1917,Royal Plaza,Low price hotel with high quality,"Noticed many changes in this hotel, check- in process was smooth. Rooms are neat and clean. Food was nice. Location of the hotel is well-connected to my business place. Room service very instant, even at 1. 30am also. In total very nice experience. Will refer to my friends. Thanks to MMT for choosing the best hotels as my Value+Hotels keep it up guy.",86.0
1918,Fortune Select Grand,,"amenity, breakfast, facility is good compare to it's cost. people are relatively friendly while I am checking out I was requesting a bottle of water which is complimentary in room but they was charging it. 
breakfast is good in terms of variety of fruits and miso soup is available!",100.0
1919,Raj Residency,Average stay,"They give good respect. Rooms are just fair, the ceiling paint will drop down. The water is very salty. Lift was not working good, so please check before you enter. I don't have any disturbance from them when I'm in room. So overall, I had a good rest. Television is in working condition but they didn't give remote.",57.0
1920,ITC Grand Chola,Best Hotel in India !!,The moment you walk into the hotel lobby you will feel like a king. This is one of the biggest hotels In the world with magistic features all across the hotel. A perfect place for a family with kids or for business travellers.,100.0
1921,Raj Palace Hotel,Ek dum horrible hai hotel Kabi be yaha koi na jaye photo kuch dhikhaya hai jaa k Ganda sa room dete hai full of gande room Gandhi service or Ganda sa,Ek dum horrible hai hotel Kabi be yaha koi na jaye photo kuch dhikhaya hai jaa k Ganda sa room dete hai full of gande room Gandhi service or Ganda sa Khana I suggest to every one its a fake pics or fake every everything. Please never ever go here in life,65.0
1922,The Kings,Quite hotel for family,"Big rooms which can for 4 people easily. Quite ambience away from the crowds, feasible checkout not much questions asked, decent breakfast with south Indian & bread, egg, roti & cereals, idle location, clean & spacious bathrooms, good bed. Idle for families.",86.0
1923,Accord Metropolitan,Pleasant Stay,"Nice Hotel with good amenities. Nice Room with facilities, good Service and decent Breakfast spread, Value for Money! Situated at the prime place, easy connectivity and easy to locate. Good for families, groups and Business purpose. It was a comfortable stay!",86.0
1924,Hilton Chennai,Good for business stay,"Good central for business trips. A little on the higher side for the location. Rooms are tidy and new. Noise level is low, staff is friendly, Gym trainer is extra friendly. The new metro station has ruined the look from the front, but has aided connectivity.",86.0
1925,Hanu Reddy Residences Poes Garden,Conversation was not that much,The hotel was located in the city. I was satisfied with this hotel stay. The check in and checkout was not delayed. The room was neat and clean. There were no activities arranged by this hotel.,71.0
1926,FabHotel Priyadarshini Park Mount Road,Good location but need to improve on cleanliness,Service was decent. Food quality is average. Location is excellent. Rooms are also average only. Cockroaches in the bathroom and room. Very close to Marina and Chepauk stadium and connectivity to Chennai Central and other areas is very good. Worth only if you have a good deal online.,57.0
1927,ibis Chennai City Centre,Excellent stay,"Went to chennai for Visa purpose and they stay was outstanding , was greeted with smiling faces at the hotel ; excellent service specially the restaurant ( spice it ) and excellent people / hospitality ; they offered many complimentary things for my daughter which makes me happy. The food was awesome and the breakfast buffet was equally great. I recommend it and will visit again.",100.0
1928,Golden Fruits Business Suites - T Nagar,Good hotel and staff,The staff was very friendly and helpful even though I arrived at midnight. I was able to order room service also which was excellent as I was very hungry after travelling. The room was comfortable and very clean. The gym was always staffed with a coach which was very helpful.,71.0
1929,Brownstar Boutique Hotel,great place to stay in the middle of the city-,stayed there for a meeting at the centinal square which is just across the street...very convinient!,80.0
1930,The Lotus Serviced Apartments,Good stay,"I stayed in this hotel for 2 nights. The room was good and clean. Internet was a bit slow but manageable. Bit far from TNagar shopping, but Auto and Taxis are readily available. Did not have time to try the food.",80.0
1931,The Raintree,Room service poor,"Room service poor. Service took time. Also the tray was not cleared.
Dissapointed with that.
Location of hotel is good.
Buffet dinner and breakfast was good.
Nothing more to say other than this. 
Nothing more to say other than this. 
Nothing more to say other than this. 
Nothing more to say other than this.",80.0
1932,Brownstar Boutique Hotel,Not recommendable,"Nothing boutique about it. Pls do not believe on pictures ..................................... ...................................................................::.......:.:.::.......................... .......................................,,,................................................................",65.0
1933,Just Guest House,Well priced hotel close to chennai airport,The staff were really friendly and helpful when we arrived. The room was clean and comfortable for the price. The restaurant they recommended around the corner was great. We would happily stay again.,80.0
1934,The Park Chennai,Excellent service,Enjoyed my stay. Very pleasant service. My stay included buffet breakfast which was excellent. The location is very close to the US consulate which is a big advantage. There are lots of eating options within a few miles radius. Will recommend luxury rooms.,86.0
1935,Aryaas,Poor experience,AC wont work effectively. I felt fan would be much better but we don't have that facility. Room service is not up to the mark. Good thing is hot water and 24/7 power supply and a poor signaled WiFi.,43.0
1936,Accord Metropolitan,Really good hotel,Good experience and good hotel to stay. I recommend my friend to stay at accord. Location is good and the service was also good. I have rated 5 star for this hotel. Continue the same service you will be the topper.,100.0
1937,Mount Heera,Hotel Room,Rooms are not clean as pictures shows. Shuttle service is good but rest all not good. *,65.0
1938,Crystal Residency,Only good for the location,"The rooms are just average, and have just one plug point in a time when even train coaches have 5-10. Bathrooms are badly made and have shoddy. Food was poor in quality and quantity. The complimentary breakfast was too little and that too cold. Only reason Crystal Residency exists is because the consulate is close.",71.0
1939,New Woodlands,Good accomodation to stay,"I had been to Chennai in the month of November. Traveling towards the Chennai I stayed in Woodlands Hotel for one night & one day because of due to heavy rain very good accommodation to stay, far from city. Good food but room rent is expensive. But all so OK.",86.0
1940,The Royal Regency,The gym was arranged,I had visited this hotel for official trip. I went this hotel by my own vehicle. The hotel was located in the city. The food was nice. The food was expensive. The non-vegetarian food was provided in the hotel. The complimentary breakfast was provided in the hotel. All the amenities were provided in the room. The room was neat and clean. The gym was arranged by the hotel.,86.0
1941,Avnb Towers,ok ok stay for one nit ONLY !!!,"It was ok ok.... don't expect much.... one nit stay for flight change.... go for it.

Don't expect food from hotel.
The pick n drop facility is good.",60.0
1942,Treebo Elan,"Clean ,Modern Nice.","The front area was not really attractive but the rooms were very modern with ample lightings and area. Only problem was that I had requested a double bed for my room but all 3 rooms that I booked had twin beds.
The food that we ordered thru room service was delivered very promptly. The food was great too.",60.0
1943,Asiana Place,"Thanks for value for money hotel, with good view and ambience","It was a nice hotel and value for money. Nice space, good ambiance, good breakfast and good service. You will definitely like this hotel. It was nice hotel value for money. Nice space, good ambiance, good breakfast, service is very good. You will definitely like this hotel.",65.0
1944,Mahalaya Residency,Good stay at an affordable cost,"Perfect stay near airport.. Well occupancy, well clean, neat and perfect stay to go ahead.. With affordable cost and good cleanliness too. Give a try and my experience was most better and satisfied with this.",71.0
1945,The Residency Chennai,I enjoyed my stay in The resedency hotel nice place,I was on business trip in Chennai best place to stay. The Residence hotel is very near to all markets center of Chennai very near to Chennai famous shopping center T nagar area in night there are many restaurants near by.,65.0
1946,Gemini Inn,Good stay,Better food options (vegetarian). All other facilities were good. Was close to the areas we needed to be. Just better food options specially for vegetarians would have been helpful. Otherwise it was a clean and economic place to stay. Was helpful to be close to the US consulate area too.,86.0
1947,Lotels Hotel,it's a very good experience for a person,it\'s a very good experience for a person who came for a city visit . facilities are good,71.0
1948,Hyatt Regency Chennai,Dissappointed,"The linens were smelling bad, and the elevators had a pungent odour. The housekeeping was not up to par of a 5 star hotel. They didn't clean the rooms regularly, I had a big argument with the housekeeping manager.

Doorman Syed and K. Subramani from Bell Services made my stay comfortable, even with these ordeals..",20.0
1949,The Residency Towers,Nice Stay,Nice hotel with very good ambience. Nice reception and overall design. All locations are designed to feel good and spacious. People are very soft and gentle and skilled to serve all kind of guest including foreigners.,86.0
1950,Accord Metropolitan,Best hotel,"Had a good time in this hotel and the staff Kumar,aishwarya, and the house keeping guy not sure what his name these people make my stay pleasant and happy for 5 days. For sure I will be back to this place to stay in chennai.Good job guys",100.0
1951,Ambica Empire,ambica empire review,it wasn't too bad. but they have annoying wifi daily pass. Hot water wasn't available after 12am till morning.,60.0
1952,FabHotel Priyadarshini Park Mount Road,Good hotel with poor services,"Location and cleanliness is good. But as far as customer service is concerned, it is very worst. Even the manager doesn't respond well. Worst behaviour of staff. I didn't expect this kind of behaviour. It would be great if makemytrip does something about this.",57.0
1953,The Park Chennai,Worst service,Nobody attends phone. Rooms are very old & small. Very small outdated tv,20.0
1954,The Residency Chennai,I enjoyed my stay in The resedency hotel nice place,I was on business trip in Chennai best place to stay. The Residence hotel is very near to all markets center of Chennai very near to Chennai famous shopping center T nagar area in night there are many restaurants near by.,65.0
1955,Aloft Chennai Omr - It Expressway,Great features & great experience,Great experience. I just visited the place for a little while for a get together with my office mates. Amazing ambiance and a super cool pub. Awesome food and drinks. The place is neat and clean. A good luxury experience. Service was great in-spite of the crowd with no delay.,86.0
1956,Pearl International,"Hygienic, nice ambience, good stay. Good service.",Very nice hotel. Had a lively time. Breakfast was nice. All together a very nice pleasant stay. Need to update in Google maps the exact location of the hotel.,65.0
1957,"Radisson Chennai City Centre, India",Great hotel with excellent location in heart of the city,Best hotel with excellent staff specially John with great service at the restaurant. Great staff with great location in the heart of the city what else can you ask for and great value for your money,100.0
1958,The Residency Towers,Hotel review,Complimentary breakfast was given by the hotel. The hotel was good. There was no delay in check in and checkout at the hotel. I was satisfied with this hotel stay. I didn’t use activity in the hotel.,57.0
1959,Savera,Good stay,Nice and looks good. Better please provide some facilities like Mobile charger and all. Bed is OK but not cleaned well. Rest room is good. Rest of all hotels to compare nice and find. Buffet tiffen is very nice and food is also good.,86.0
1960,Gemini Inn,Good stay for consulate going people,"It is better to stay at this hotel for the people who is going for the consulate because it only 5 min walk for the hotel and a 15 min walk for the VAC office and also a near distance for the Marina Beach it only takes 20 min of travel. Overall stay was good but the food is very bad in the hotel, complimentary breakfast was the worst part.",86.0
1961,Chennai Palace,Decent place with well-maintained rooms,"Stayed here for 2 nights earlier this year. The hotel is located almost on highway, so connections are fine. Its a good place to stay for a few days. The rooms are well-appointed and well-maintained. The staff is good and efficient. The reception is efficient and check-in and check-out was smooth. The wifi was ok. The restaurant food was average, and I would not recommend the food here.",57.0
1962,Peace Inn,Beach and temples.,The hotel was the best I had stayed in in India so far but a few issues annoyed me. The control panel for certain items in the room as in the air conditioner and the hot water heater so I had a few cold showers and a hot night.,80.0
1963,The Residency Towers,nice central location,comfortable. not needed.bkhkhjuoipoioioi hkhghkhkhkjh ghjggjhghggg,100.0
1964,Raj Residency,Very poor service,I stayed there several times because of high occupancy in other hotels. There's a person named Abdul was for 500 extra because I was with my f or else anything can happen. The room and linen was very dirty.,65.0
1965,Sathyam Grand Resorts,Good location and room services,"Very good location, excellent appearance. Very excellent room, service, front office, food & drinks. Activities and everything is for relaxing stay.",86.0
1966,The Residency Chennai,,Ac is not good..bed is not that much good.. it's not worth paying. .,20.0
1967,Hanu Reddy Residences Wallace Garden,Very homely and good service,Feels like you are in a home and it's relaxing. Rooms are comfortable though not luxurious or modern. Pleasant and friendly staff. Food is like home cooked without too many colours and additives. But lunch and dinner has to be ordered a few hours in advance.,86.0
1968,Radisson Blu GRT Chennai,Excellent staff & need some improvement,"Staff courtesy was excellent. My reservation issue was clarified immediately. I have 2 suggestions: 1. Need clothes hanging facility in the bathroom. 2. To have someone enumerate the facilities available for breakfast. It was confusing because many items were on offer, but had to be asked for.",86.0
1969,Taz Kamar Inn,Nice hotel,"Nice hotel ,friendly staff central location.nice breakfast.Good Wifi.",100.0
1970,Thaj Regency,An amazing hotel with good service to customers,This is an amazing hotel. And I have stayed for a week with my family and it looks like a home. Great hotel and they are providing good service to their customers. I have felt peacefully here and my family members too.,86.0
1971,Turyaa Chennai,Great experience & value for money,"Definitely value for money, breakfast is too good and room service and room facilities are awesome especially the pool which is located on the 10th floor of the building and during evening you can see the sunset and have a wonderful feeling, totally I had a great experience.",86.0
1972,Pleasant Days,Good location and staff are friendly,Have't used much amenities as I was on official trip but had serious concerns with TV channels. Only regional channels or English channels were listed. Got bored but no other good hotel nearby and neither can experienced any change since last 2 years. Staff was friendly but difficult to reach in terms of getting vehicle to reach other locations within hotel.,57.0
1973,Fortune Select Grand,"Efficient, clean, and well-priced friendly hotel",This hotel is one of the best around in the area for both cost and location depending on target venues. For certain businesses in the area (which is a growing hub) it is very convenient.,80.0
1974,The Raintree,Definitely Discerning,"This is an ideal hotel to stay in - clean, friendly, good wholesome food and excellent value for money for a discerning customer. The staff are pleasant and helpful in all areas - reception, dining, housekeeping and concierge services. Try it and return again.",100.0
1975,Maurya International,"Pathetic hotel, never book it","The photos published in website doesn't match with the actual room. The room is pathetic. Room service is even worst. Since the hotel has a bar, when you come out of the room, foul smell stings. Not a good place.",43.0
1976,Sorrento Guest House,Good location & good amenities,Good location. All amenities were good. Good cleaning and giving a good service. Good communication staff appreciable. It located very good junction. From here all types of transportation available. We are very much satisfied.,100.0
1977,Nayagara,Evening front desk staff non cooperative,Geezer and AC does not work. Wi fi is good. Staff behaviour is careless. Warmth in behaviour is missing,65.0
1978,Shri Devi Park,,"Good location, at the heart of T Nagar. Walking distance to the shopping malls and Murugan Idli Shop. Barbeque nation is also in the same building, which is an added advantage.",57.0
1979,Taj Coromandel,,"A top class hotel in the heart of Chennai with a diverse set of amenities, sure to please visitors from all parts of the world.",100.0
1980,Suriya International,The biggest plus point is the hotel's location,"The biggest plus point is the hotel's location, The spread of rooms between 3rd & 4th floor, whereas the lift is stopping only at 4th floor but not in 3rd floor. With neck-of-femur bone fracture & as physically challenged it was nightmare to climb-up & claim down staircase between 3rd floor to 4th floor every time. The future travellers should demand for accommodation only in 4th floor & not in 3rd floor.",86.0
1981,The Pride,Good hotel,"Hospitality is maintained very well, rooms r spacious, washroom are bit conjusted, breakfast was good, buffet at puran dhaba very tasty. Staff always to help.",100.0
1982,Raj Palace Hotel,Not so bad for money,Different treatment for online makemytrip booking and direct hotel on site booking. Particularly on check run-out times. On line 12-12pm and for direct 24 hours. Most international flights lands at early morning. Then this 12pm in and outs are troubling for onward flight travels in the same day evenings. Local bookings are saved from this situation.,71.0
1983,FabHotel Blossoms T Nagar,Average hotel experience and rooms are small,"Good hotel, I visited for official purpose. Service is average and room size that I got is small and very congested, may be other rooms are big as I am not sure. But economically the hotel is good which you stay with your family with less average charges. Food is below average which you will get only complimentary breakfast which is too bad. Otherwise hotel is good.",43.0
1984,Lemon Tree Chennai,Value for money,"Very clean, value for money. Prompt service. Beautiful aroma. Only problem is view, which is comprise able. The buffet dinner was asko good. We were even provided with take away breakfast at 4:30 in the morning.",86.0
1985,Mallika Reisidency,Reception is not good,No Comfortable Response for booking thro you,60.0
1986,E Hotel,Ood,Amazing,80.0
1987,Suriya International,Worst experience ever,One can't exactly classify this as a budget hotel since the price is slightly on the higher side. Plus the service offered at the reception is not very good. But the low point was the bed bugs!! I was not able to sleep. My body was full of rashes the next day. Worst experience ever!,57.0
1988,Mars Deluxe,Wastage of money,"Such a poor pick up arrangement, pathetic reception area, noisy surroundings, dirty room, no wardrobe, poor quality chair & table",40.0
1989,Le Park Inn,,"Had clean rooms. It was in budget, staff was co-operative. Had very good experience.",80.0
1990,Clarion Hotel President,Sunny R&R in Chennai,"Easy walking distance to Mall with Cinema. Not many restaurants nearby, but fortunately the buffets at the hotel were very nice. No complaints. I would stay there again.",80.0
1991,Radisson Blu GRT Chennai,Excellent staff & need some improvement,"Staff courtesy was excellent. My reservation issue was clarified immediately. I have 2 suggestions: 1. Need clothes hanging facility in the bathroom. 2. To have someone enumerate the facilities available for breakfast. It was confusing because many items were on offer, but had to be asked for.",86.0
1992,The Residency Towers,,good,80.0
1993,Treebo J's Five Two Boutique,Good hotel,"The hotel room is clean, tidy. This place is centrally located. This place has good service and would suggest to one and all for a stay out here. Good, clean and cozy",65.0
1994,Rivera,Value for money,Great value for money.. Good location... More suitable for people on official trip and staying bachelor... WiFi was not working... Decent room service and food quality.. Helpful staff.. 24hrs check in and check out..,86.0
1995,Nayagara,Recommended stay for families within this budget,"Ambience, facilities may be as per the rent charged. Suitable for families within this budget but general ambience was below than expected, most probably due to A class city and affordable room rent. In the view of economy facilities might be appropriate and hotel is recommended for stay of families within this budget.",57.0
1996,Hilton Chennai,Great check in,"Short stay arrived at 4.30 am from airport, departed at Noon. Check in swift which you want in middle of night. I had lost my HH card, they managed to sign me up again overnight",100.0
1997,Ginger Hotel,Good budget hotel!,"Stayed in this hotel in the month of Nov 2013. Rooms were neat and clean, well located, near to big software parks. Co-operative staffs, good modern facility like WiFi. Rooms are small. But food is good and is value for money. Rates are justified as per the location.",100.0
1998,Lake View Park,Poor experience,"hotel room, quality, bathe room was really bad. I expected a moderate accommodation in this expenses. hotel room, quality, bathe room was really bad. I expected a moderate accommodation in this expenses. hotel room, quality, bathe room was really bad. I expected a moderate accommodation in this expenses. hotel room, quality, bathe room was really bad. I expected a moderate accommodation in this expenses.",65.0
1999,FabHotel Queensway T Nagar,Excellent !!,"Everything is Excellent ... Location - Heart of the City, Food - Awesome, nice Hotel, Easy Connectivity, Prices also reasonable, worth. Good Hygiene",65.0
2000,The Raintree,,Good,80.0
2001,Suriya International,,good,60.0
2002,Radisson Blu GRT Chennai,Not up to the mark,"I was traveling with my colleague from Italy, I found very average..the staff was good but I did not like the hotel it seems to be very old hotel had lots of mosquitos in the room. Very old furniture with old ihome system which is not compatible with the current iPhones and iPad. I expected more out of Radisson ..was not my best experience.",60.0
2003,Royal Plaza,Good,Hajajshshhsksbsjnsdbjsbjshjbdhdkdndndjdbxjdkdjdddkkddjdddnddjdgskhsdjdidhskndjdbdjdbkddnkdndjdbdkdndnfjfbdndkdndkdndkdndkdnfjdjdnfkdndjfjkdbdkfhkdndkdbkddnddkdjdnfjfjdndkdndhjddjkdjdhdkdnbddndbdjdjjdkdndj,65.0
2004,The Raintree,Good hotel,Dinner buffet was not too pricey and food was amazing! The only downside during my stay was the discoloration of water in the bathroom sink.,60.0
2005,Turyaa Chennai,"Very Nice hotel on OMR, close to beach, chennai DT","Great helpful staff, good breakfast buffet, comfortable rooms, good view of OMR,",100.0
2006,Lemon Tree Chennai,Chennai Hotel,Excellent in terms of hygienic and cleanliness. Enjoyed stay. However food prices are comparatively in higher side. Co-operative staff. Best in class. Would like to stay again. Thanks to Leman Tree staff.,86.0
2007,Savera,Not worth for money,"Slow check-in, waited 30 mins for check-in. Room and bathroom was not clean. Waited another 20 mins for checkout.",40.0
2008,Vestin Park,It was a great hotel with great location,It was a great hotel with great location. We loved the hotels locations... Breakfast was OK... Typical indian styled breakfast. All the classical style lovers would prefer to stay again. Toilets can be renewed. Looks a bit old. A very good value for money. Cheap and best in it's class.,71.0
2009,Turyaa Chennai,,Worth the money,100.0
2010,Sona's Inn,Best suited for USA Visa Interview,"Selected this hotel during the US Visa interview formalities. The main advantage of this hotel is its close proximity to bio-metric center and US consulate. Though the first impression about this hotel could be bad, it is just 5 minutes walk from the consulate and well suited for that purpose.",80.0
2011,OMR Guest House,Value for money,Rooms are good. Service is quite ok. DON'T Know if its the flood effect or not but internet through wifi always shows limited connection & the staff were not able to fix it else everything is ok. Location is perfect for foodies as it is just opposite to barbeque nation & another excellent one is 'sangeeta'.,71.0
2012,Radisson Blu GRT Chennai,Conversation was not that much,The location of the hotel was good. The appearance of the hotel was good. I didn’t face any problem to reach the hotel. There was no activity arranged by the hotel.,71.0
2013,Mahalaya Residency,Close to Chennao airport with shuttle service,The hotel staff is friendly but the hotel room comfort is poor.,60.0
2014,FabHotel Metro Manor Central Station,Comfortable rooms & nice appearance,I have to visit destination. I am happy to say about that hotel and location is also near to Bus Stop and Railway Station and appearance of the hotel is also very nice and booking. Front office is also very nice and I want any help that time they are providing me service. Room was comfortable with neatness. The TV is nice providing activities. Hotel management should improve.,86.0
2015,The Park Chennai,close to embassy,"Bathroom dirty , room dirty bedsheets not changed only positive thing is the buffet breakfast",40.0
2016,Harrisons Chennai,Good Chennai,Nice and comfortable and ideal for my activities,80.0
2017,Radisson Blu GRT Chennai,Nice stay experience.,"Breakfast spread was good. Staff very good,helpful. Over all a comfortable stay.",80.0
2018,FabHotel Blossoms T Nagar,Average hotel experience and rooms are small,"Good hotel, I visited for official purpose. Service is average and room size that I got is small and very congested, may be other rooms are big as I am not sure. But economically the hotel is good which you stay with your family with less average charges. Food is below average which you will get only complimentary breakfast which is too bad. Otherwise hotel is good.",43.0
